id,yield
15974,6549.222307957944
15975,8258.768494611391
15976,6582.3436699848535
15977,7922.838615959103
15978,7950.771400734057
15979,7496.439763994228
15980,6947.288699009831
15981,4994.2910608652755
15982,6764.460432805541
15983,7251.977595290317
15984,7218.884735791862
15985,4326.653417443216
15986,6370.4293947563265
15987,3630.426825527629
15988,5943.093214058766
15989,6717.610482311048
15990,5479.7768967004395
15991,7024.993436273531
15992,4140.268347089365
15993,5051.522860885514
15994,5823.395571679239
15995,5430.06307493717
15996,7345.119653280228
15997,5305.814927473678
15998,6673.836866069047
15999,6466.09156362026
16000,8187.444103138307
16001,6746.463726531345
16002,3976.888702581665
16003,6353.231070351369
16004,5691.184827606269
16005,7238.872673363569
16006,7405.963023078167
16007,3875.8032183517503
16008,5402.024173078545
16009,3727.609325081251
16010,3293.882757085868
16011,6373.044716349028
16012,7269.466711754774
16013,7477.670389655357
16014,5854.489249377896
16015,6479.119141037639
16016,5237.074492600358
16017,5959.133814143905
16018,6783.084329819385
16019,7376.582345365654
16020,5774.786652140591
16021,7581.557090207071
16022,6425.090447166269
16023,5327.828319110758
16024,6769.186669695023
16025,4268.037539450735
16026,6342.644115635245
16027,5532.614146464903
16028,7405.8506343074105
16029,6339.81251377742
16030,3346.4860198264146
16031,5837.966557508267
16032,6235.345473289044
16033,6491.294244711476
16034,4941.878214963217
16035,7320.48047712898
16036,6819.019561701875
16037,4436.860867147327
16038,5447.715895434366
16039,2505.3822873831728
16040,5167.216173629378
16041,6732.18845489178
16042,6555.688826004468
16043,6944.80141319677
16044,4627.5731259312915
16045,4238.580510665321
16046,6233.456199428004
16047,3734.3365305486063
16048,3962.9370500108907
16049,8230.593215578609
16050,5778.312678530313
16051,7005.554287003277
16052,5929.310649378867
16053,3848.0393807672667
16054,5340.458199088177
16055,7217.526135337507
16056,8152.38222086391
16057,2895.350429809102
16058,6309.410755321099
16059,5583.303583417332
16060,6934.830591919221
16061,4200.1359071509105
16062,7198.737156752092
16063,6016.271516844653
16064,6382.495677226763
16065,6217.957833894887
16066,6657.721481947901
16067,6989.368888526224
16068,5695.977690980226
16069,4133.665242593181
16070,5764.915287301259
16071,4914.412944808807
16072,6605.330629376437
16073,4973.567340048117
16074,5501.912512841245
16075,6655.5363746954
16076,7928.934407940549
16077,7386.805535285963
16078,6531.493563152252
16079,6816.462084440102
16080,6544.41917434502
16081,4593.652248982035
16082,6546.204371950236
16083,3572.7397902108305
16084,6895.72398632286
16085,5342.190859750694
16086,7140.5265628152465
16087,6725.625976684927
16088,7405.462127479128
16089,5813.102187513566
16090,7083.086294602522
16091,5496.747744963917
16092,6759.642302326147
16093,4500.534688762337
16094,6288.14971941311
16095,4756.270007869015
16096,4168.914913329851
16097,6466.493263937611
16098,7336.2308983262465
16099,6267.474881916987
16100,7044.164382195495
16101,6574.170296232727
16102,7681.043936184885
16103,8124.316470652837
16104,4410.000701777669
16105,4680.477765849544
16106,6322.372069197284
16107,3999.488622017862
16108,6967.7383501254435
16109,5931.65871568683
16110,3330.4467095707428
16111,3695.3299152017735
16112,4609.559748321666
16113,6994.806800860611
16114,5742.3532799073855
16115,7837.50157288679
16116,6757.64284817118
16117,4908.438734091889
16118,6369.511590884133
16119,6704.251732950566
16120,4823.077137373129
16121,5472.747130029697
16122,5464.854171524452
16123,4036.3507201672096
16124,5576.156150128062
16125,7446.514433896123
16126,6892.136579273065
16127,6890.073595810571
16128,6483.8438157868795
16129,7208.830757091962
16130,7877.358979165358
16131,6637.950101992358
16132,6843.314687293439
16133,6357.349838041703
16134,4049.513178992728
16135,3645.4994540399466
16136,4451.8996780759
16137,7650.0156632496755
16138,2759.1495055704986
16139,7366.818182688373
16140,8127.777315363108
16141,5139.204825807423
16142,4294.03261523266
16143,7297.405962742806
16144,7089.572125232718
16145,6622.329090442179
16146,3297.1106239192186
16147,6154.159647905369
16148,6580.31016991253
16149,6337.047036632755
16150,4982.282781328576
16151,5620.006770810858
16152,7459.23550816849
16153,3684.536369770579
16154,4086.926948702525
16155,6196.062780940333
16156,4670.730063519706
16157,5782.465280448234
16158,6429.16840837332
16159,5352.7865833239985
16160,5338.533948819623
16161,7199.3765297582195
16162,7494.414583081584
16163,3735.8589004659007
16164,4621.389148508293
16165,7237.151624827751
16166,7234.038385896522
16167,4632.269893197721
16168,3733.309755108628
16169,4114.333220475997
16170,6163.290252728525
16171,5930.274744217042
16172,8084.31711517333
16173,6605.575401100489
16174,8202.201384082924
16175,6158.624640850673
16176,6327.213796545442
16177,6842.644770402251
16178,4743.359560899575
16179,5596.406714889204
16180,6919.870210621414
16181,6515.406894135501
16182,5405.503301308942
16183,6055.150632622425
16184,5809.192990117557
16185,5598.521110907626
16186,4071.354440149456
16187,5896.0194235053705
16188,7307.985348983257
16189,6279.167718617792
16190,7260.35976316562
16191,6563.199078735049
16192,5690.122152695386
16193,6272.631113623535
16194,8204.433159391814
16195,7329.073406208181
16196,7481.553307312651
16197,6850.951397998276
16198,5315.150276138425
16199,5482.652843230662
16200,5746.053150176743
16201,6962.5777311989405
16202,6117.510795125066
16203,5790.749324803616
16204,4101.548299231328
16205,5771.017258008128
16206,5661.31007055213
16207,5105.214922339887
16208,6052.833349436637
16209,7949.512669894114
16210,7709.769874091462
16211,4848.969539353593
16212,4664.032522111167
16213,5120.928707587943
16214,3330.4228504299804
16215,6561.8759983117625
16216,6568.1217004787995
16217,3963.5090611507817
16218,7499.61805839096
16219,3728.4051068646595
16220,6450.421225417927
16221,8362.944654336841
16222,6216.091741696037
16223,6189.407271044873
16224,5301.06381836229
16225,5617.683912881158
16226,5783.137873641602
16227,7690.854249288179
16228,7517.400664722942
16229,7089.061299714769
16230,7331.595376233971
16231,5700.693672297509
16232,3198.2227430937896
16233,4180.383233378995
16234,6572.195637749041
16235,6284.5841761485135
16236,5843.726395016278
16237,7142.5639449554865
16238,5802.986597661459
16239,5932.746090092452
16240,5804.59324654296
16241,3658.1379345195433
16242,7274.959579490449
16243,3670.7465456682776
16244,7194.716277355859
16245,7151.016446482708
16246,5610.437825481351
16247,7340.662170085933
16248,7545.711186512179
16249,7572.95578154072
16250,5714.212077523941
16251,5954.864683027845
16252,4072.528373396513
16253,8211.747534200125
16254,5440.840267982383
16255,6615.751012134845
16256,7666.017661765644
16257,7644.175486520864
16258,4889.289568564689
16259,6559.353794605078
16260,4005.3957527870693
16261,3438.2663420734857
16262,6824.784845395955
16263,6973.6765168123875
16264,5980.839436958336
16265,8226.656402324084
16266,5824.018979395884
16267,5508.499723354322
16268,5400.409334488216
16269,6577.601577067362
16270,6245.066824545531
16271,6206.08597022354
16272,5172.421170543722
16273,5980.338953474251
16274,4565.822463724557
16275,6511.574606349568
16276,6592.141716418926
16277,6993.583683107237
16278,7371.636738050995
16279,6110.7470873824595
16280,5818.736037735009
16281,4397.043858370719
16282,6437.383070008464
16283,7158.001334638561
16284,6586.091697863829
16285,5662.338620321169
16286,5142.735294246087
16287,5495.531429167794
16288,5619.195867919625
16289,6381.507649343574
16290,7759.397945462196
16291,3896.150495112078
16292,4398.8723437589815
16293,4363.529514293304
16294,8180.378503816625
16295,5743.268621480894
16296,3889.937773833801
16297,3715.5924784823756
16298,7266.547576142138
16299,4520.7364723154915
16300,6536.279550939443
16301,7393.908660573067
16302,4009.4851715262066
16303,5258.773442371533
16304,4566.733628785175
16305,5614.943496829424
16306,6662.376007594183
16307,8110.507843918225
16308,4938.9872781293825
16309,7436.299312422065
16310,3570.7141617289553
16311,4145.619480746272
16312,6425.389150527005
16313,7139.4807716813175
16314,7359.4106141917855
16315,4271.310161291737
16316,4134.911255394511
16317,8620.488022986061
16318,5616.772423591013
16319,5863.33348217493
16320,4803.400304730793
16321,5601.95683283569
16322,4952.476781076987
16323,6807.775167619001
16324,7620.183323254165
16325,4136.042693906527
16326,8050.361490265
16327,5970.823618321826
16328,6272.922469022046
16329,4283.681926165813
16330,4307.189116863932
16331,5748.854040872154
16332,7265.716059737759
16333,4569.442748602985
16334,6211.804174569781
16335,6103.568870911676
16336,6756.420919950151
16337,3910.4176759722404
16338,6243.759188504458
16339,6308.722462553539
16340,5767.215129595208
16341,6603.248616301482
16342,7480.697733816714
16343,5669.564581079455
16344,7823.143060928762
16345,6350.22821292276
16346,4358.618941413328
16347,7351.832675567349
16348,5372.073519843558
16349,6263.600370839254
16350,6511.591630122537
16351,7209.740745749643
16352,4048.444217586604
16353,7391.177315180125
16354,5859.30355582084
16355,4667.711954466791
16356,6204.642179804039
16357,5622.136003924118
16358,5389.098327896372
16359,7412.029237936237
16360,6292.673636017117
16361,5832.045479897249
16362,6403.482829574524
16363,5365.319231134428
16364,7589.762848387215
16365,4499.146159714901
16366,6843.857100651382
16367,6238.603152018819
16368,5415.90750511863
16369,7822.37878685417
16370,7573.886675459015
16371,6610.2203008188835
16372,5794.268256913119
16373,6897.540881775301
16374,6370.374361896456
16375,3489.313228955142
16376,3989.2616179879833
16377,5612.467596012504
16378,7389.848805492464
16379,4477.2741759177325
16380,3770.403643909582
16381,5599.445016918904
16382,7464.0706623458545
16383,5412.858957559426
16384,4813.522984611237
16385,6698.810727503618
16386,8279.497063659752
16387,3426.2358818073644
16388,6344.811590739389
16389,4923.45738092537
16390,5351.410629862292
16391,6328.788736166023
16392,4950.951665043928
16393,7762.847245163099
16394,5761.812411224289
16395,6706.135889042086
16396,6294.442775220608
16397,5271.446179768732
16398,4981.747412989917
16399,5250.5196495939135
16400,5721.079500045016
16401,7293.162261316427
16402,3597.8520415958546
16403,6229.458688135306
16404,6927.964283049452
16405,5225.822654678451
16406,5304.50138025916
16407,5799.708548382104
16408,6499.29051668147
16409,7128.657538562456
16410,4996.955280817153
16411,6174.196663926019
16412,3761.5675319558604
16413,7555.90112100906
16414,4364.094797210103
16415,5852.514306604081
16416,6095.22153244289
16417,7619.14277756048
16418,6886.388518739877
16419,2750.900343806486
16420,6319.65169778353
16421,4714.093618992384
16422,4865.779629767951
16423,7414.846918554318
16424,3915.223565815061
16425,5758.894302077947
16426,4122.981384112194
16427,7006.493116967149
16428,7349.077803913109
16429,5910.478767587219
16430,5372.082831872957
16431,6410.991055434339
16432,6867.622633354931
16433,7197.222082956054
16434,5521.1436129581225
16435,7130.099520557942
16436,4665.861497235548
16437,8043.14394841958
16438,7386.433577908385
16439,5641.398194001096
16440,7309.385252288366
16441,3712.403150060899
16442,3333.3838776152434
16443,7628.4166679180025
16444,3842.1579220885606
16445,7461.8985059387705
16446,6866.306080894327
16447,4595.915001497274
16448,6600.133698567563
16449,7323.724535607736
16450,6389.822442122611
16451,3756.5801615802957
16452,5220.851758238456
16453,6294.3705982674965
16454,4082.2643975403603
16455,6163.4937850873175
16456,3728.7093564076968
16457,8325.858004516353
16458,6575.291902785908
16459,7124.824571366172
16460,4615.05601050225
16461,3946.414220950268
16462,4219.077458904415
16463,5270.220442894212
16464,6200.007289776191
16465,6831.9765471339515
16466,7431.337772716965
16467,5810.739372962047
16468,6219.649322204983
16469,4286.674664901174
16470,5092.061649942003
16471,7026.031524273286
16472,3742.8137723410136
16473,7440.425119379434
16474,8045.74182212266
16475,7737.367137616785
16476,4247.567952859505
16477,6704.316105288007
16478,6349.352670147878
16479,6225.739460522379
16480,3469.2176655530166
16481,4065.40762029662
16482,6520.347561292954
16483,5713.507429702207
16484,7375.497111096882
16485,7309.7438252977945
16486,5441.88063605394
16487,3706.944191825107
16488,7352.909850112902
16489,4268.122928573369
16490,7231.585990302599
16491,4668.367943128609
16492,6850.628734503583
16493,6097.031947478961
16494,5308.454781068402
16495,5461.617419928211
16496,6946.468327830892
16497,6581.338004552903
16498,5028.767249744225
16499,6422.007785784908
16500,6161.463205163555
16501,7445.492934711925
16502,5892.180524708142
16503,4139.822454916718
16504,5648.506539177753
16505,7018.064512652156
16506,7334.7641001201155
16507,4688.613637201725
16508,6400.763417418567
16509,3718.2230490825295
16510,3770.503589301563
16511,4461.962127735927
16512,6833.596884121903
16513,6281.653252225992
16514,5685.77854551207
16515,6120.428164101735
16516,7400.126962630364
16517,6229.8218879037395
16518,6670.783174915738
16519,6446.3820797396465
16520,7299.900059783727
16521,7407.961215062727
16522,5562.448768315041
16523,6582.093130814358
16524,6703.74758018963
16525,6372.617290643648
16526,5926.598499629355
16527,3750.288160383356
16528,5575.994101260049
16529,5853.958948928257
16530,8058.148662317839
16531,7687.444545021739
16532,2511.668685694024
16533,5839.935006362582
16534,7340.599220998733
16535,5925.171846111547
16536,5824.031081672956
16537,7433.680929649174
16538,6097.946890688914
16539,4886.526485975526
16540,2969.5822515738123
16541,5434.838850818176
16542,3748.5832151621607
16543,5993.002078233588
16544,5675.2640188589685
