Id,SalePrice
1580,191655.1875
1581,156294.21875
1582,129379.265625
1583,321112.90625
1584,225686.796875
1585,141945.46875
1586,70836.1328125
1587,101754.8203125
1588,151431.46875
1589,102004.578125
1590,134429.390625
1591,94933.34375
1592,130746.7265625
1593,120826.2109375
1594,141365.953125
1595,112377.8671875
1596,243469.171875
1597,187313.25
1598,195405.6875
1599,181770.375
1600,172743.46875
1601,74976.484375
1602,115166.5625
1603,90498.5546875
1604,275953.84375
1605,241847.421875
1606,174023.46875
1607,162366.515625
1608,211128.046875
1609,189483.78125
1610,161350.46875
1611,142321.3125
1612,169318.640625
1613,167271.046875
1614,129192.0390625
1615,88557.0625
1616,73381.671875
1617,93978.875
1618,126241.125
1619,140940.53125
1620,161647.484375
1621,139363.1875
1622,139876.734375
1623,288891.34375
1624,209873.1875
1625,122995.390625
1626,162748.046875
1627,189012.203125
1628,280437.25
1629,176525.1875
1630,366835.375
1631,218405.28125
1632,244358.375
1633,169164.046875
1634,186713.875
1635,176653.53125
1636,156423.328125
1637,200825.484375
1638,194813.40625
1639,180641.34375
1640,247745.5625
1641,175894.875
1642,235430.40625
1643,221896.6875
1644,239526.40625
1645,196127.78125
1646,160396.984375
1647,154397.859375
1648,133492.0625
1649,142716.203125
1650,121457.796875
1651,125638.59375
1652,97639.5234375
1653,103809.015625
1654,148517.09375
1655,147922.46875
1656,147520.5625
1657,150977.375
1658,146586.90625
1659,129471.171875
1660,153760.734375
1661,465161.4375
1662,395223.25
1663,377352.0625
1664,481116.375
1665,304158.4375
1666,343239.1875
1667,381777.375
1668,338453.875
1669,286668.71875
1670,341273.75
1671,266937.1875
1672,465938.375
1673,292735.0
1674,249514.1875
1675,193054.53125
1676,194750.515625
1677,224219.5
1678,461104.71875
1679,411546.875
1680,337277.59375
1681,244711.609375
1682,304129.09375
1683,182056.296875
1684,173831.171875
1685,173462.5
1686,169340.578125
1687,166440.75
1688,189959.015625
1689,192163.3125
1690,189634.890625
1691,179215.65625
1692,259046.25
1693,169827.5625
1694,182113.671875
1695,163170.296875
1696,265299.53125
1697,166467.421875
1698,377977.125
1699,334638.09375
1700,250592.890625
1701,267293.53125
1702,246115.953125
1703,245345.484375
1704,287800.71875
1705,232884.09375
1706,427346.375
1707,221784.015625
1708,211737.28125
1709,268779.1875
1710,223056.9375
1711,265090.125
1712,253277.078125
1713,269727.5
1714,229729.453125
1715,206559.546875
1716,185067.359375
1717,170800.640625
1718,136304.28125
1719,201779.578125
1720,242618.828125
1721,162558.15625
1722,126809.203125
1723,160976.1875
1724,204182.03125
1725,234174.171875
1726,190253.375
1727,159424.609375
1728,178812.9375
1729,169424.5
1730,155090.25
1731,123993.9921875
1732,130715.078125
1733,118700.2734375
1734,125341.359375
1735,135171.515625
1736,119031.453125
1737,334696.90625
1738,240848.171875
1739,284429.4375
1740,215432.609375
1741,193137.953125
1742,172040.53125
1743,173088.953125
1744,314369.6875
1745,219762.171875
1746,200745.140625
1747,214713.734375
1748,232960.96875
1749,155848.328125
1750,134458.59375
1751,231706.796875
1752,121504.5234375
1753,139454.140625
1754,198286.46875
1755,172077.65625
1756,130946.7890625
1757,120241.5390625
1758,146811.84375
1759,162097.4375
1760,165451.28125
1761,146153.21875
1762,179706.53125
1763,165611.59375
1764,118148.1015625
1765,163946.234375
1766,171558.109375
1767,222751.21875
1768,143991.71875
1769,174469.921875
1770,152018.1875
1771,129577.328125
1772,134175.75
1773,134495.5
1774,131918.09375
1775,138843.484375
1776,125374.9765625
1777,113508.71875
1778,138086.421875
1779,117389.3984375
1780,174188.046875
1781,126194.421875
1782,90735.546875
1783,142694.421875
1784,109589.25
1785,118556.046875
1786,130512.9921875
1787,160090.71875
1788,60007.1953125
1789,94192.2578125
1790,83112.7421875
1791,181846.796875
1792,160212.109375
1793,135684.15625
1794,149601.875
1795,137938.484375
1796,122091.359375
1797,122098.0234375
1798,123018.6484375
1799,114200.2578125
1800,129988.59375
1801,132841.09375
1802,125298.109375
1803,146936.9375
1804,143328.609375
1805,137048.390625
1806,125263.3203125
1807,127524.90625
1808,119244.6328125
1809,124345.8515625
1810,141055.09375
1811,100574.203125
1812,98949.84375
1813,122583.6953125
1814,93518.0
1815,59070.328125
1816,100956.15625
1817,108434.859375
1818,146318.75
1819,115714.1171875
1820,65070.0859375
1821,107158.15625
1822,142848.203125
1823,54090.55859375
1824,131578.671875
1825,132709.46875
1826,103990.0546875
1827,106283.7734375
1828,138522.796875
1829,115007.890625
1830,139034.5625
1831,150504.46875
1832,92238.5
1833,134397.453125
1834,118058.8671875
1835,138753.453125
1836,125958.296875
1837,99002.203125
1838,128675.046875
1839,102925.484375
1840,165089.390625
1841,147513.453125
1842,83358.1171875
1843,135607.5625
1844,136938.53125
1845,136917.8125
1846,151331.53125
1847,168450.265625
1848,59549.0078125
1849,111825.0625
1850,118326.6953125
1851,153038.28125
1852,123334.9453125
1853,135099.859375
1854,168236.828125
1855,151748.421875
1856,225171.859375
1857,150684.703125
1858,139243.5
1859,119499.7265625
1860,151566.859375
1861,119444.9453125
1862,300433.125
1863,282453.40625
1864,282466.96875
1865,337447.90625
1866,330563.375
1867,233430.109375
1868,303971.25
1869,209604.28125
1870,224285.3125
1871,241805.75
1872,169575.53125
1873,251944.75
1874,145940.453125
1875,204693.25
1876,198810.5
1877,213864.578125
1878,201676.515625
1879,133943.75
1880,137744.640625
1881,243061.453125
1882,251931.421875
1883,191776.828125
1884,205977.046875
1885,239282.4375
1886,291440.03125
1887,207286.265625
1888,276362.0
1889,167999.484375
1890,129568.375
1891,140478.21875
1892,101455.4921875
1893,131353.09375
1894,123678.078125
1895,138504.453125
1896,121466.078125
1897,122810.75
1898,113735.6015625
1899,152044.984375
1900,150593.96875
1901,171818.046875
1902,146896.859375
1903,224515.28125
1904,142933.78125
1905,197405.03125
1906,181463.234375
1907,202648.59375
1908,112271.328125
1909,138321.15625
1910,124716.453125
1911,203482.125
1912,312860.25
1913,143196.125
1914,69132.4609375
1915,353901.625
1916,64415.609375
1917,247766.359375
1918,140977.421875
1919,174060.9375
1920,151050.265625
1921,413293.1875
1922,316261.46875
1923,220160.5
1924,241002.875
1925,204441.015625
1926,393635.90625
1927,136941.09375
1928,159472.265625
1929,129665.5
1930,132495.125
1931,141781.296875
1932,142591.765625
1933,182436.28125
1934,181857.203125
1935,174753.875
1936,191814.828125
1937,183385.65625
1938,176312.078125
1939,250952.296875
1940,185068.984375
1941,173391.4375
1942,190963.8125
1943,199110.96875
1944,337585.625
1945,382403.3125
1946,151680.265625
1947,320210.71875
1948,166084.09375
1949,237520.734375
1950,185518.78125
1951,239719.546875
1952,214229.640625
1953,167286.265625
1954,190555.859375
1955,138422.390625
1956,299526.9375
1957,154512.203125
1958,303935.75
1959,144428.515625
1960,114731.8515625
1961,125580.15625
1962,98099.265625
1963,105993.6953125
1964,114677.6484375
1965,148881.859375
1966,141527.25
1967,299263.84375
1968,438756.6875
1969,395046.78125
1970,458612.84375
1971,455645.1875
1972,372826.5625
1973,270770.3125
1974,323781.625
1975,487427.6875
1976,262730.75
1977,362315.375
1978,387670.9375
1979,311766.6875
1980,200110.125
1981,348310.625
1982,230947.765625
1983,209074.203125
1984,167749.8125
1985,219845.75
1986,209712.546875
1987,180092.203125
1988,177702.046875
1989,192015.046875
1990,213498.421875
1991,235424.703125
1992,217383.15625
1993,169143.53125
1994,240154.796875
1995,183968.390625
1996,244366.046875
1997,308459.625
1998,343906.90625
1999,267794.25
2000,304195.28125
2001,268005.03125
2002,247671.5625
2003,260897.078125
2004,278256.53125
2005,228444.90625
2006,223647.890625
2007,246762.75
2008,212229.90625
2009,202289.4375
2010,191081.875
2011,142626.640625
2012,172007.671875
2013,181840.53125
2014,188197.6875
2015,200461.90625
2016,194374.953125
2017,196250.390625
2018,129235.953125
2019,136297.953125
2020,114437.5703125
2021,109237.7578125
2022,187786.4375
2023,143528.328125
2024,257809.640625
2025,393063.3125
2026,176319.3125
2027,158280.59375
2028,152739.109375
2029,172006.046875
2030,277191.78125
2031,240812.78125
2032,254557.5625
2033,260230.09375
2034,168079.21875
2035,219315.203125
2036,190982.0
2037,195283.265625
2038,291385.21875
2039,218862.234375
2040,322101.5
2041,293983.09375
2042,204423.078125
2043,173243.96875
2044,166050.625
2045,222575.375
2046,141302.171875
2047,143971.140625
2048,139979.34375
2049,134547.28125
2050,179178.828125
2051,109464.4296875
2052,129346.796875
2053,147682.0
2054,92130.9765625
2055,152891.578125
2056,142528.953125
2057,119713.1171875
2058,220731.71875
2059,136143.0625
2060,171941.09375
2061,169722.53125
2062,134121.203125
2063,116050.8359375
2064,145258.015625
2065,121104.8359375
2066,164671.921875
2067,119176.1953125
2068,137417.875
2069,84240.9375
2070,110154.65625
2071,98793.578125
2072,132505.359375
2073,143604.28125
2074,186645.5625
2075,148569.6875
2076,119767.8515625
2077,151007.515625
2078,128102.8671875
2079,130201.9375
2080,119485.453125
2081,126263.5
2082,131338.984375
2083,143402.96875
2084,111100.5390625
2085,119852.609375
2086,114101.7890625
2087,119396.7734375
2088,98691.359375
2089,79675.2109375
2090,129555.6875
2091,120537.140625
2092,129087.1484375
2093,124278.203125
2094,114095.875
2095,146121.25
2096,80579.46875
2097,99167.203125
2098,145811.84375
2099,64078.484375
2100,92589.546875
2101,121277.921875
2102,126117.375
2103,104917.9296875
2104,126544.921875
2105,125101.9765625
2106,67745.421875
2107,218150.6875
2108,117954.03125
2109,111998.8828125
2110,132700.40625
2111,143372.46875
2112,142822.484375
2113,123045.15625
2114,114996.2265625
2115,168229.328125
2116,117295.1875
2117,151095.75
2118,123865.53125
2119,114083.96875
2120,115285.0625
2121,95042.0078125
2122,113731.40625
2123,84595.5234375
2124,169415.84375
2125,122887.453125
2126,145118.765625
2127,151849.484375
2128,128980.125
2129,92982.7734375
2130,142374.5625
2131,139746.03125
2132,116966.4765625
2133,120265.2578125
2134,121446.84375
2135,99997.875
2136,76474.1015625
2137,111856.0859375
2138,136346.078125
2139,149040.84375
2140,143318.953125
2141,146968.125
2142,125874.515625
2143,142265.796875
2144,113266.7421875
2145,138458.84375
2146,166523.046875
2147,154776.46875
2148,139221.828125
2149,144389.46875
2150,232189.46875
2151,114416.0625
2152,182690.875
2153,162836.421875
2154,108861.21875
2155,138263.109375
2156,260735.0
2157,231709.5625
2158,230453.21875
2159,197690.609375
2160,173348.640625
2161,244873.609375
2162,407508.40625
2163,346547.71875
2164,238174.828125
2165,202412.375
2166,151372.734375
2167,214442.3125
2168,204090.65625
2169,197910.265625
2170,217949.40625
2171,151758.609375
2172,138372.3125
2173,171911.109375
2174,228003.125
2175,292318.71875
2176,315515.5
2177,242421.90625
2178,205143.140625
2179,142747.203125
2180,236169.453125
2181,189485.484375
2182,219254.25
2183,194902.953125
2184,128856.0625
2185,126012.65625
2186,147438.25
2187,153750.0
2188,152505.390625
2189,244622.359375
2190,81592.828125
2191,80886.9765625
2192,93733.3359375
2193,100417.5390625
2194,102459.7578125
2195,112956.484375
2196,102098.828125
2197,122071.921875
2198,159579.125
2199,184511.75
2200,145808.078125
2201,136691.140625
2202,205239.140625
2203,147823.546875
2204,187879.484375
2205,121959.9296875
2206,142384.90625
2207,226160.953125
2208,256355.109375
2209,228856.78125
2210,122089.6875
2211,118983.0078125
2212,114952.546875
2213,104666.375
2214,138835.109375
2215,101621.109375
2216,143468.28125
2217,72306.5546875
2218,80031.84375
2219,75074.4140625
2220,82266.890625
2221,356304.34375
2222,274855.125
2223,268740.125
2224,204910.296875
2225,129559.4765625
2226,186929.90625
2227,202369.84375
2228,269858.09375
2229,250212.0
2230,160520.96875
2231,209929.53125
2232,182613.640625
2233,177494.15625
2234,241988.78125
2235,221210.4375
2236,271832.09375
2237,342370.59375
2238,204102.46875
2239,111717.25
2240,162409.046875
2241,153408.25
2242,124322.1875
2243,126619.1171875
2244,110297.5625
2245,103066.84375
2246,145347.515625
2247,115772.1796875
2248,127345.5078125
2249,126917.8046875
2250,134753.96875
2251,101466.1953125
2252,173689.671875
2253,153724.953125
2254,171225.734375
2255,192754.34375
2256,178628.0
2257,207311.671875
2258,164109.234375
2259,179024.3125
2260,163829.875
2261,184859.5
2262,206225.59375
2263,371313.96875
2264,463230.71875
2265,173398.90625
2266,297899.21875
2267,385922.03125
2268,395897.96875
2269,152544.328125
2270,187335.609375
2271,218441.328125
2272,194045.65625
2273,165097.828125
2274,183556.46875
2275,168777.59375
2276,192540.609375
2277,183816.0625
2278,146316.0
2279,128936.21875
2280,122443.234375
2281,172264.25
2282,186037.5625
2283,106183.625
2284,107262.203125
2285,144010.8125
2286,126175.1484375
2287,364242.125
2288,269375.65625
2289,407759.1875
2290,469155.03125
2291,328435.25
2292,449574.9375
2293,483363.21875
2294,421464.0
2295,448968.25
2296,297112.78125
2297,333329.5
2298,339436.9375
2299,374824.53125
2300,338628.0
2301,289398.15625
2302,249314.796875
2303,241882.15625
2304,240582.171875
2305,193555.109375
2306,190968.5
2307,196700.09375
2308,225138.28125
2309,286901.125
2310,209383.84375
2311,202469.375
2312,176171.171875
2313,175049.234375
2314,171097.703125
2315,175311.046875
2316,189041.078125
2317,190106.421875
2318,178097.125
2319,180095.0
2320,182888.71875
2321,241183.4375
2322,176490.734375
2323,186442.875
2324,170829.625
2325,216201.359375
2326,168780.984375
2327,210795.3125
2328,228133.734375
2329,191795.21875
2330,180407.359375
2331,393630.75
2332,433434.3125
2333,331230.375
2334,254326.078125
2335,265374.4375
2336,330548.1875
2337,208830.046875
2338,282261.0625
2339,228790.78125
2340,402933.75
2341,222062.734375
2342,239635.140625
2343,236378.546875
2344,229135.859375
2345,236603.0
2346,216541.734375
2347,204790.484375
2348,235896.125
2349,178585.390625
2350,296040.03125
2351,259799.859375
2352,250155.140625
2353,256705.28125
2354,137713.78125
2355,147314.234375
2356,154981.9375
2357,196138.0
2358,197994.25
2359,130999.421875
2360,116129.3359375
2361,144526.65625
2362,264369.34375
2363,140844.15625
2364,157831.390625
2365,230181.140625
2366,193378.640625
2367,218826.96875
2368,216568.234375
2369,219516.625
2370,173074.703125
2371,170932.9375
2372,194740.953125
2373,282089.53125
2374,320095.0
2375,257255.484375
2376,275262.4375
2377,338837.90625
2378,143491.515625
2379,201989.28125
2380,144623.515625
2381,164342.046875
2382,195048.75
2383,204301.125
2384,250718.609375
2385,161725.140625
2386,136272.640625
2387,135959.328125
2388,101325.03125
2389,124593.34375
2390,144973.265625
2391,141148.046875
2392,115153.0859375
2393,166010.765625
2394,142917.359375
2395,206046.3125
2396,153390.9375
2397,213709.1875
2398,132911.109375
2399,62761.6953125
2400,62581.734375
2401,118205.109375
2402,136635.671875
2403,136205.1875
2404,153961.34375
2405,162326.078125
2406,142107.90625
2407,129809.765625
2408,140300.15625
2409,127224.3203125
2410,164327.03125
2411,120977.7890625
2412,160947.734375
2413,132090.078125
2414,146501.640625
2415,127029.28125
2416,126140.5546875
2417,135720.0625
2418,135072.625
2419,125864.34375
2420,122146.0703125
2421,147165.71875
2422,111786.6796875
2423,121214.2265625
2424,148343.96875
2425,227362.421875
2426,138744.40625
2427,132071.21875
2428,174125.25
2429,120983.2265625
2430,135068.953125
2431,111405.59375
2432,142554.546875
2433,146148.09375
2434,142068.234375
2435,150077.953125
2436,108057.3515625
2437,111397.0078125
2438,124690.1015625
2439,110383.484375
2440,121701.8046875
2441,98228.46875
2442,102579.3359375
2443,122849.8515625
2444,131431.78125
2445,91313.0703125
2446,136430.671875
2447,192029.78125
2448,137607.140625
2449,110348.4609375
2450,146290.203125
2451,129328.109375
2452,204545.125
2453,94922.9453125
2454,126096.25
2455,121382.578125
2456,130991.8125
2457,130552.125
2458,126595.5
2459,111370.640625
2460,136289.96875
2461,123845.515625
2462,139221.15625
2463,121710.1640625
2464,179765.4375
2465,132174.78125
2466,114066.390625
2467,140320.78125
2468,82186.25
2469,79549.8515625
2470,181549.953125
2471,212722.703125
2472,158486.953125
2473,122792.59375
2474,88194.359375
2475,214932.859375
2476,120833.015625
2477,128076.1171875
2478,149112.59375
2479,110348.4453125
2480,156626.046875
2481,124220.53125
2482,131244.484375
2483,115913.4296875
2484,125453.8984375
2485,127266.4453125
2486,156040.640625
2487,174379.109375
2488,156986.875
2489,148154.984375
2490,151881.859375
2491,95950.84375
2492,182461.46875
2493,147125.578125
2494,151556.40625
2495,87420.75
2496,242193.15625
2497,148060.515625
2498,112717.3046875
2499,87861.5078125
2500,130461.25
2501,133901.359375
2502,148996.03125
2503,99355.78125
2504,181582.9375
2505,224814.4375
2506,254262.6875
2507,304270.625
2508,255648.3125
2509,214188.609375
2510,222661.796875
2511,176651.8125
2512,210023.171875
2513,217054.546875
2514,258742.484375
2515,151397.125
2516,174993.640625
2517,144496.0625
2518,156454.625
2519,225577.796875
2520,211868.21875
2521,188075.90625
2522,225768.328125
2523,126416.578125
2524,140579.3125
2525,148446.859375
2526,139265.0625
2527,118424.921875
2528,127714.375
2529,133492.359375
2530,125547.7421875
2531,253203.28125
2532,228093.90625
2533,194501.171875
2534,228731.21875
2535,303241.40625
2536,236856.296875
2537,233002.4375
2538,182101.984375
2539,189514.40625
2540,177936.75
2541,178819.40625
2542,168608.78125
2543,127085.796875
2544,125009.171875
2545,140474.90625
2546,127655.2265625
2547,137909.171875
2548,147866.625
2549,164170.078125
2550,352790.34375
2551,140544.140625
2552,129425.953125
2553,76228.2734375
2554,105270.5859375
2555,117418.5
2556,102045.5
2557,112417.140625
2558,164910.796875
2559,136152.421875
2560,145651.703125
2561,142375.046875
2562,133708.53125
2563,150536.8125
2564,192169.875
2565,140541.09375
2566,166206.703125
2567,133453.671875
2568,200111.5625
2569,212700.671875
2570,118327.25
2571,186875.953125
2572,160997.734375
2573,225503.46875
2574,269987.15625
2575,128298.6328125
2576,127176.265625
2577,150599.328125
2578,88851.15625
2579,74869.515625
2580,127003.4609375
2581,125080.78125
2582,126777.609375
2583,285955.84375
2584,171897.109375
2585,186789.953125
2586,213925.578125
2587,196570.96875
2588,148792.5
2589,148569.9375
2590,216370.75
2591,211566.890625
2592,218488.953125
2593,254800.1875
2594,177706.421875
2595,198769.109375
2596,298047.5
2597,185010.578125
2598,291378.65625
2599,325636.65625
2600,135962.453125
2601,153798.0625
2602,82228.0703125
2603,92363.03125
2604,89502.3828125
2605,79537.6953125
2606,148496.328125
2607,198606.3125
2608,201114.796875
2609,167870.0
2610,114189.796875
2611,128904.9296875
2612,159647.234375
2613,132214.34375
2614,130971.78125
2615,150710.609375
2616,146527.5
2617,184726.546875
2618,192149.015625
2619,196941.703125
2620,186637.5625
2621,177596.84375
2622,183129.46875
2623,247135.0625
2624,303238.25
2625,304635.53125
2626,173104.5625
2627,170345.046875
2628,466368.15625
2629,498313.46875
2630,366123.125
2631,492064.28125
2632,446146.8125
2633,320146.5625
2634,425323.75
2635,162575.171875
2636,181755.828125
2637,172844.34375
2638,267271.5
2639,185740.234375
2640,154030.59375
2641,108693.2109375
2642,193395.796875
2643,102022.3046875
2644,130040.3828125
2645,106104.4296875
2646,96727.875
2647,103831.2578125
2648,147298.65625
2649,148784.96875
2650,144518.21875
2651,146048.265625
2652,442478.125
2653,247964.0625
2654,245996.90625
2655,391499.15625
2656,311318.1875
2657,345900.4375
2658,300262.4375
2659,313616.96875
2660,364372.0625
2661,360671.875
2662,354577.0625
2663,279614.8125
2664,272235.09375
2665,316851.6875
2666,290859.875
2667,168227.015625
2668,176948.40625
2669,177502.65625
2670,278876.0
2671,180472.78125
2672,193381.859375
2673,207884.625
2674,204626.578125
2675,166484.3125
2676,185043.015625
2677,195490.90625
2678,259650.546875
2679,267568.75
2680,281496.5625
2681,418053.4375
2682,329172.0625
2683,520120.46875
2684,314397.0625
2685,335501.78125
2686,264482.40625
2687,335690.8125
2688,216766.15625
2689,205975.75
2690,450465.375
2691,192424.140625
2692,135936.234375
2693,200609.4375
2694,133432.625
2695,190643.734375
2696,181528.296875
2697,191863.765625
2698,196897.78125
2699,179298.6875
2700,158464.96875
2701,159758.09375
2702,115092.96875
2703,124330.765625
2704,140523.921875
2705,121834.296875
2706,118638.7421875
2707,125680.3203125
2708,134234.375
2709,112613.5625
2710,127307.453125
2711,279258.375
2712,402682.9375
2713,169993.6875
2714,151226.046875
2715,172172.78125
2716,148150.5
2717,182893.296875
2718,221876.078125
2719,161623.734375
2720,172588.3125
2721,138776.125
2722,159696.25
2723,144857.21875
2724,130887.9609375
2725,135862.453125
2726,148089.0
2727,181207.4375
2728,171715.140625
2729,153939.28125
2730,145233.34375
2731,128201.3359375
2732,128036.1484375
2733,162114.75
2734,147627.78125
2735,136298.84375
2736,150929.484375
2737,124809.609375
2738,132872.28125
2739,162468.125
2740,135324.21875
2741,145367.84375
2742,151706.140625
2743,153003.328125
2744,158568.515625
2745,142779.34375
2746,137916.34375
2747,141450.859375
2748,125824.9765625
2749,133191.34375
2750,139607.078125
2751,138567.5
2752,197439.96875
2753,154918.265625
2754,236228.453125
2755,130233.6796875
2756,101290.890625
2757,74409.140625
2758,91906.0703125
2759,150059.71875
2760,124415.4140625
2761,149185.5625
2762,146480.71875
2763,186609.453125
2764,149281.3125
2765,280218.9375
2766,138080.421875
2767,90772.21875
2768,128541.40625
2769,133736.359375
2770,144024.6875
2771,116245.9765625
2772,116825.34375
2773,166305.9375
2774,136603.78125
2775,125259.3515625
2776,138738.59375
2777,141494.078125
2778,111981.2734375
2779,122572.6171875
2780,101246.7421875
2781,100089.0078125
2782,99700.4453125
2783,101357.5
2784,125528.9375
2785,134673.875
2786,74415.515625
2787,124694.5234375
2788,79310.3359375
2789,178600.25
2790,96117.5390625
2791,113396.5
2792,67677.109375
2793,179768.890625
2794,101714.640625
2795,118854.5390625
2796,103069.6015625
2797,182666.40625
2798,113068.546875
2799,119666.2578125
2800,65178.140625
2801,108723.640625
2802,129061.5390625
2803,152636.8125
2804,131304.796875
2805,98160.6015625
2806,85267.140625
2807,159301.984375
2808,155088.03125
2809,136066.328125
2810,133494.484375
2811,157978.734375
2812,154760.21875
2813,148109.265625
2814,148487.28125
2815,100863.4296875
2816,255003.15625
2817,161158.640625
2818,132339.484375
2819,168399.609375
2820,140604.75
2821,108709.34375
2822,199358.84375
2823,290905.34375
2824,178292.421875
2825,146672.0625
2826,130141.9765625
2827,137765.09375
2828,214844.59375
2829,206776.484375
2830,226749.734375
2831,178871.65625
2832,246342.234375
2833,292985.84375
2834,214968.484375
2835,220853.203125
2836,190061.171875
2837,163292.578125
2838,149195.6875
2839,173613.140625
2840,200780.21875
2841,203202.203125
2842,226861.578125
2843,150098.765625
2844,166349.03125
2845,123438.0
2846,211137.296875
2847,205305.703125
2848,212766.90625
2849,202876.875
2850,277676.90625
2851,216243.703125
2852,226038.71875
2853,238570.421875
2854,141359.71875
2855,203986.234375
2856,202717.9375
2857,185654.828125
2858,207152.96875
2859,130691.421875
2860,128431.78125
2861,129001.84375
2862,187101.234375
2863,125569.203125
2864,238460.796875
2865,140662.078125
2866,138048.796875
2867,98111.3359375
2868,97384.6328125
2869,112963.9609375
2870,134325.84375
2871,83735.7734375
2872,59379.1796875
2873,101458.8046875
2874,137545.828125
2875,117596.0234375
2876,157205.15625
2877,138040.84375
2878,173996.671875
2879,139800.203125
2880,104104.484375
2881,153249.234375
2882,173667.90625
2883,193707.265625
2884,194916.671875
2885,190458.03125
2886,233774.625
2887,97089.2421875
2888,131433.59375
2889,60400.4453125
2890,86293.3828125
2891,133848.328125
2892,58537.40625
2893,98611.0703125
2894,61755.39453125
2895,322960.28125
2896,289783.90625
2897,213593.703125
2898,146221.578125
2899,207524.34375
2900,160192.96875
2901,206191.359375
2902,192634.046875
2903,332716.1875
2904,348337.8125
2905,98829.265625
2906,200811.640625
2907,111547.6484375
2908,132645.5
2909,144923.796875
2910,82072.9765625
2911,81314.6328125
2912,152223.515625
2913,87905.5390625
2914,76115.7578125
2915,84197.0390625
2916,83918.9921875
2917,164384.84375
2918,116865.3828125
2919,215166.390625
